Affymetrix Gene ID,index,Y,O2,Old,O2/Y,Old/Y,Score(d),q-value (%),FlyBase,Gene Symbol,LocusLink,EC Number,Biological Process (GO),Cellular Component (GO),Molecular Function (GO),Pathways KEGG,InterPro,Pfam,BLOCKS,SCOP
146804_at,5605,156,203,101,1.3,-1.5,4.892230475,0.012093869,FBgn0033285,CG18449,35810,,,,,,,,,
146553_at,5354,158,158,102,1.0,-1.5,5.841686541,0.012093869,FBgn0032888,CG14405,35346,,,,,,,,,
147359_at,6160,62,56,40,-1.1,-1.5,3.583616286,0.012093869,FBgn0034205,CG10950,36942,,6606 // protein-nucleus import // inferred from sequence similarity,,8320 // protein carrier // inferred from sequence similarity,,,,,
144933_at,3734,53,63,34,1.2,-1.5,5.942950695,0.012093869,FBgn0030386,CG2574,32190,,,,4840 // ubiquitin conjugating enzyme // inferred from sequence similarity,,IPR000608 // Ubiquitin-conjugating enzymes,UQ_con // Ubiquitin-conjugating enzyme;2e-63,IPB000608 // Ubiquitin-conjugating enzymes;1.5e-22,d1qcqa_ // d.20.1.1 // Ubiquitin conjugating enzyme ;4.78e-49
142404_s_at,1205,137,144,89,1.1,-1.5,4.564595452,0.012093869,FBgn0037903,CG17230,,,,,,,,,,
154157_at,12958,333,404,216,1.2,-1.5,4.149881675,0.012093869,FBgn0027505,rab3-GAP,34626,,16083 // synaptic vesicle fusion // non-traceable author statement /// 7269 // neurotransmitter secretion // non-traceable author statement,8021 // synaptic vesicle // non-traceable author statement,5097 // RAB GTPase activator // inferred from sequence similarity,,,,,
151454_at,10255,171,200,111,1.2,-1.5,4.833299051,0.012093869,FBgn0040996,CG12617,50470,,,,,,,,,
147604_at,6405,352,381,229,1.1,-1.5,4.443582375,0.012093869,FBgn0034595,CG15657,37408,,,,,,,,,
148801_at,7602,452,397,294,-1.1,-1.5,2.389353349,0.012093869,FBgn0036496,CG7804,39665,,,30530 // heterogeneous nuclear ribonucleoprotein complex // inferred from sequence similarity,3723 // RNA binding // inferred from sequence similarity /// 3676 // nucleic acid binding // extended:Unknown; rrm; 2.8e-14,,IPR000504 // RNA-binding region RNP-1  (RNA recognition motif),"rrm // RNA recognition motif. (a.k.a. RRM, RBD, or;6.4e-19","IPB002004 // Poly-adenylate binding protein, unique domain;0.00083",d2msta_ // d.58.7.1 // Neural RNA-binding protein Musashi-1 ;5.05e-16
152378_at,11179,371,403,241,1.1,-1.5,3.60340473,0.012093869,FBgn0036016,CG3306,39116,,,,,,IPR001230 // Prenyl group binding site (CAAX box) /// IPR003409 // MORN motif,MORN // MORN repeat;0.019,,
148613_at,7414,6,5,4,-1.1,-1.5,3.206569006,0.012093869,FBgn0036218,CG14128,39344,,,,,,,,,
149551_at,8352,87,91,57,1.0,-1.5,3.390063155,0.012093869,FBgn0037681,CG16751,,,,,3677 // DNA binding // extended:inferred from electronic annotation; zf-A20; 2.7e-07,,"IPR002653 // Zn-finger, A20-like /// IPR000058 // Zn-finger, AN1-like",zf-AN1 // AN1-like Zinc finger;2.8e-16  /// zf-A20 // A20-like zinc finger;2.7e-07,PR00910 // Luteovirus ORF6 protein signature;0.0061,
146187_at,4988,126,99,82,-1.3,-1.5,2.135724464,0.03365406,FBgn0032292,CG6750,34479,,,,,,,,,
149730_at,8531,231,250,151,1.1,-1.5,4.466434462,0.012093869,FBgn0037987,CG14739,41467,,,,4840 // ubiquitin conjugating enzyme // inferred from sequence similarity,,IPR000608 // Ubiquitin-conjugating enzymes,UQ_con // Ubiquitin-conjugating enzyme;4.4e-47,IPB000608 // Ubiquitin-conjugating enzymes;3.2e-14,d1jata_ // d.20.1.1 // Ubiquitin conjugating enzyme ;4.21e-34
141607_at,408,10,10,6,-1.0,-1.5,3.242081397,0.012093869,FBgn0024988,EG:131F2.2,31136,,,,4527 // exonuclease // extended:inferred from electronic annotation; Exonuclease; 4e-37,,IPR006055 // Exonuclease,Exonuclease // Exonuclease;4e-37,,
148908_at,7709,165,156,108,-1.1,-1.5,5.48964376,0.012093869,FBgn0036652,CG13032,39863,,,,,,,,IPB001664 // Intermediate filament proteins;0.01,
142619_at,1420,150,156,98,1.0,-1.5,3.014603613,0.012093869,FBgn0033610,CG18335,36202,,,,,,,,,
151523_s_at,10324,190,203,124,1.1,-1.5,5.456245649,0.012093869,GH13449.3prime-hit,CG6670,,,,,,,,,,
150902_at,9703,107,107,70,1.0,-1.5,3.741618682,0.012093869,FBgn0039788,CG2241,43635,EC:3.6.4.8      ,6508 // proteolysis and peptidolysis // inferred from sequence similarity,"8540 // 19S proteasome regulatory particle, base subcomplex // inferred from sequence similarity",5524 // ATP binding // extended:inferred from electronic annotation; AAA; 8.6e-86 /// 8575 // proteasome ATPase // inferred from sequence similarity,,"IPR003959 // AAA ATPase, central region /// IPR005937 // 26S proteasome subunit P45 /// IPR003593 // AAA ATPase /// IPR003960 // AAA-protein subfamily",AAA // ATPase family associated with various cellul;8.6e-86,IPB003442 // Uncharacterised P-loop hydrolase UPF0079;0.0069,"d1e32a2 // c.37.1.13 // Membrane fusion atpase p97, D1 domain ;4.78e-77"
148223_at,7024,282,238,184,-1.2,-1.5,2.512154617,0.012093869,FBgn0035608,CG10630,38620,,,,3725 // double-stranded RNA binding // extended:inferred from electronic annotation; srm; 0.0081,,IPR001159 // Double-stranded RNA binding (DsRBD) domain,dsrm // Double-stranded RNA binding motif;0.0058,,
144332_at,3133,93,64,61,-1.4,-1.5,2.834387959,0.012093869,FBgn0028950,BG:BACR44L22.1,34913,EC:3.4.24       ,,,8533 // astacin // extended:inferred from electronic annotation; Astacin; 8.1e-65 /// 4222 // metalloendopeptidase // inferred from sequence similarity,,"IPR001506 // Astacin /// IPR006025 // Neutral zinc metallopeptidases, zinc-binding region /// IPR006026 // Neutral zinc metallopeptidase",Astacin // Astacin (Peptidase family M12A);8.1e-65,"IPB000130 // Neutral zinc metallopeptidases, zinc-binding region;0.00076",d1ast__ // d.92.1.8 // Astacin ;4.2e-61
149239_at,8040,192,199,125,1.0,-1.5,3.369752113,0.012093869,FBgn0037172,CG6914,40477,EC:1.6.5.3      ,,5748 // NADH dehydrogenase complex (ubiquinone) (sensu Eukarya) // inferred from sequence similarity,8137 // NADH dehydrogenase (ubiquinone) // inferred from sequence similarity,MAP00130 // Ubiquinone biosynthesis /// MAP00190 // Oxidative phosphorylation,,,,
150206_at,9007,895,956,585,1.1,-1.5,3.003897643,0.012093869,FBgn0038718,CG17752,42337,,,,5215 // transporter // extended:inferred from electronic annotation; sugar_tr; 9.8e-07 /// 8513 // organic cation porter // inferred from sequence similarity,,IPR005828 // General substrate transporter,sugar_tr // Sugar (and other) transporter;9.8e-07,,
150052_at,8853,6,5,4,-1.4,-1.5,3.357863921,0.012093869,FBgn0038483,CG5240,,EC:3.4.21       ,,,,,,,,
152516_at,11317,388,430,254,1.1,-1.5,4.190717907,0.012093869,FBgn0037939,CG14718,41413,,,,3723 // RNA binding // inferred from sequence similarity /// 3676 // nucleic acid binding // extended:Unknown; rrm; 7.6e-11,,"IPR001876 // Zn-finger, Ran-binding","rrm // RNA recognition motif. (a.k.a. RRM, RBD, or;7.6e-11  /// zf-RanBP // Zn-finger in Ran binding protein and others;3.5e-08",IPB001876 // Zn-finger in ranbp and others;0.0044,
147075_at,5876,63,62,41,-1.0,-1.5,4.070689584,0.012093869,FBgn0033709,CG13164,36332,,,,,,IPR001646 // Pentapeptide repeat,Pentapeptide // Pentapeptide repeats (8 copies);3.3e-09,,
144366_at,3167,167,147,110,-1.1,-1.5,2.866713234,0.012093869,FBgn0029558,CG14628,,,,,,,,,,
148532_at,7333,443,353,290,-1.3,-1.5,2.87967009,0.012093869,FBgn0036100,CG6463,39214,EC:1.6.5.3      ,,5748 // NADH dehydrogenase complex (ubiquinone) (sensu Eukarya) // inferred from sequence similarity,8137 // NADH dehydrogenase (ubiquinone) // inferred from sequence similarity,MAP00130 // Ubiquinone biosynthesis /// MAP00190 // Oxidative phosphorylation,"IPR003152 // PIK-related kinase, FATC",,,
141440_at,241,272,220,178,-1.2,-1.5,2.747275233,0.012093869,FBgn0000153,b,34791,EC:4.1.1.11     ,,,4782 // sulfinoalanine decarboxylase // extended:inferred from electronic annotation; 4.1.1.29; 1.06e-152 /// 4782 // sulfinoalanine decarboxylase // extended:inferred from electronic annotation; 4.1.1.29; 1.5e-160 /// 4351 // glutamate decarboxylase // inferred from sequence similarity /// 4068 // aspartate 1-decarboxylase // inferred from sequence similarity /// 16831 // carboxy-lyase // extended:Unknown; pyridoxal_deC; 4.5e-118,MAP00251 // Glutamate metabolism /// MAP00252 // Alanine and aspartate metabolism /// MAP00252 // Alanine and aspartate metabolism /// MAP00410 // beta-Alanine metabolism /// MAP00410 // beta-Alanine metabolism /// MAP00430 // Taurine and hypotaurine metabolism /// MAP00650 // Butanoate metabolism,IPR002129 // Pyridoxal-dependent decarboxylase,pyridoxal_deC // Pyridoxal-dependent decarboxylase conse;4.5e-118,,d1js3a_ // c.67.1.6 // DOPA decarboxylase ;7.95e-148
152795_at,11596,312,348,205,1.1,-1.5,4.518749949,0.012093869,FBgn0038225,CG8489,41748,,,,,,,,,
147864_at,6665,92,103,61,1.1,-1.5,5.201618337,0.012093869,FBgn0035014,CG13581,37911,,,,,,,,,
149243_at,8044,110,99,72,-1.1,-1.5,5.151561125,0.012093869,FBgn0037176,CG14456,40481,,,,,,,,,
148334_at,7135,348,360,229,1.0,-1.5,4.929610093,0.012093869,FBgn0035782,CG14835,38832,,,,,,,,,
153435_at,12236,2,1,1,-1.4,-1.5,3.348216558,0.012093869,FBgn0011211,blw,37617,EC:3.6.3.14     ,15992 // proton transport // non-traceable author statement,"16469 // hydrogen-transporting two-sector ATPase complex // non-traceable author statement /// 5743 // mitochondrial inner membrane // non-traceable author statement /// 5754 // hydrogen-transporting ATP synthase, catalytic core (sensu Eukarya) // non-traceable author statement",3936 // hydrogen-transporting two-sector ATPase // non-traceable author statement,MAP00193 // ATP synthesis /// MAP02040 // Flagellar assembly /// MAP03070 // Type III secretion system,"IPR005294 // ATP synthase F1, alpha subunit /// IPR000793 // H+-transporting two-sector ATPase, alpha/beta subunit, C-terminal /// IPR004100 // H+-transporting two-sector ATPase, alpha/beta subunit,N-terminal /// IPR000790 // H+-transporting two-sector ATPase, alpha subunit, C-terminal /// IPR000194 // H+-transporting two-sector ATPase, alpha/beta subunit, central region",,"IPB003255 // ATP synthase beta subunit, C-terminal;1.3e-20",
147221_at,6022,505,382,333,-1.3,-1.5,3.238952873,0.012093869,FBgn0033961,CG12859,36640,,,,,,,,,
153885_at,12686,87,95,57,1.1,-1.5,4.786729311,0.012093869,FBgn0032279,CG17104,34465,,,,,,,,IPB002889 // WSC domain;1.5e-07,
146671_at,5472,107,102,70,-1.0,-1.5,4.668615571,0.012093869,FBgn0033063,CG14589,35541,,,,,,,,,
144437_at,3238,983,1001,648,1.0,-1.5,4.281802376,0.012093869,FBgn0029657,CG12535,31311,,,,,,,,,
146321_at,5122,180,199,119,1.1,-1.5,4.679188024,0.012093869,FBgn0032492,Pros&agr;6T,34726,EC:3.4.25.1     ,,5839 // 20S core proteasome complex // inferred from sequence similarity /// 5839 // 20S core proteasome complex // non-traceable author statement,4299 // proteasome endopeptidase // non-traceable author statement /// 4299 // proteasome endopeptidase // inferred from sequence similarity,,"IPR000426 // Proteasome subunit, A-type  /// IPR001353 // Multispecific proteasome protease",proteasome // Proteasome A-type and B-type;4.9e-43,IPB000243 // Proteasome B-type subunit;0.0029,d1pmaa_ // d.153.1.4 // Proteasome alpha subunit (non-catalytic) ;2.17e-61
154814_at,13615,4263,3801,2812,-1.1,-1.5,2.054241274,0.0517743,FBgn0000064,Ald,43183,EC:4.1.2.13     ,6096 // glycolysis // non-traceable author statement /// 6096 // glycolysis // inferred from direct assay,,4332 // fructose-bisphosphate aldolase // inferred from direct assay /// 4332 // fructose-bisphosphate aldolase // inferred from sequence similarity /// 4332 // fructose-bisphosphate aldolase // non-traceable author statement,MAP00010 // Glycolysis / Gluconeogenesis /// MAP00030 // Pentose phosphate pathway /// MAP00051 // Fructose and mannose metabolism /// MAP00710 // Carbon fixation,"IPR000741 // Fructose-bisphosphate aldolase, class-I",glycolytic_enzy // Fructose-bisphosphate aldolase class-;4.4e-250  /// glycolytic_enzy // Fructose-bisphosphate aldolase class-;1.2e-252  /// glycolytic_enzy // Fructose-bisphosphate aldolase class-;5.1e-258,"IPB000741 // Fructose-bisphosphate aldolase, class-I;4.1e-190","d1fbaa_ // c.1.10.1 // Fructose-1,6-bisphosphate aldolase ;4.61e-160  /// d1fbaa_ // c.1.10.1 // Fructose-1,6-bisphosphate aldolase ;6.67e-163  /// d1fbaa_ // c.1.10.1 // Fructose-1,6-bisphosphate aldolase ;5.43e-159"
144341_at,3142,686,848,453,1.2,-1.5,4.674591018,0.012093869,FBgn0029520,CG12470,,,,,,,,,,
148612_at,7413,32,34,21,1.1,-1.5,4.509100984,0.012093869,FBgn0036217,CG5906,39343,,,,,,,Mpv17_PMP22 // Mpv17 / PMP22 family;4.4e-15,,
147058_at,5859,663,698,438,1.1,-1.5,5.486328895,0.012093869,FBgn0033687,CG8407,36303,EC:3.6.4.2      ,7018 // microtubule-based movement // inferred from sequence similarity,5875 // microtubule associated complex // inferred from sequence similarity,8567 // dynein ATPase // inferred from sequence similarity /// 3777 // microtubule motor // extended:inferred from electronic annotation; Dynein_light; 3.8e-13,,"IPR001372 // Dynein light chain, type 1",Dynein_light // Dynein light chain type 1;3.8e-13,IPB001372 // Dynein light chain type 1;5.9e-26,d1cmia_ // d.39.1.1 // Dynein light chain 8 (DLC8) ;7.43e-24
144277_at,3078,96,96,64,1.0,-1.5,6.596080932,0.012093869,FBgn0028868,BG:DS06874.3,34858,EC:3.6.1.3      ,,5783 // endoplasmic reticulum // inferred from sequence similarity /// 5741 // mitochondrial outer membrane // inferred from sequence similarity,5524 // ATP binding // extended:inferred from electronic annotation; AAA; 1.4e-66 /// 4002 // adenosinetriphosphatase // inferred from sequence similarity,MAP00230 // Purine metabolism,"IPR003959 // AAA ATPase, central region /// IPR003593 // AAA ATPase /// IPR003960 // AAA-protein subfamily",AAA // ATPase family associated with various cellul;1.4e-66,IPB003442 // Uncharacterised P-loop hydrolase UPF0079;0.0011,"d1e32a2 // c.37.1.13 // Membrane fusion atpase p97, D1 domain ;2.12e-60"
151133_at,9934,239,270,158,1.1,-1.5,4.906337023,0.012093869,FBgn0040649,CG15461,50122,,,,,,,,,
145978_at,4779,93,89,61,-1.0,-1.5,6.794972844,0.012093869,FBgn0031941,CG7211,34054,,,5753 // proton-transporting ATP synthase complex (sensu Eukarya) // inferred from sequence similarity,16467 // hydrogen-translocating F-type ATPase // inferred from sequence similarity,,,,,
150963_at,9764,118,108,78,-1.1,-1.5,2.612163273,0.012093869,FBgn0039887,CG2053,43762,,,,,,,"Rcd1 // Cell differentiation family, Rcd1-like;3.5e-176",,
152224_at,11025,1,1,1,1.2,-1.5,4.666117541,0.012093869,FBgn0038123,CG8508,41620,,,,,,,,,
152763_at,11564,213,240,141,1.1,-1.5,5.232794516,0.012093869,FBgn0037512,CG2616,40915,,,5739 // mitochondrion // inferred from sequence similarity /// 5740 // mitochondrial membrane // inferred from sequence similarity,5386 // carrier // inferred from sequence similarity /// 5488 // binding // extended:traceable author statement; mito_carr; 1.4e-25,,IPR001993 // Mitochondrial substrate carrier,mito_carr // Mitochondrial carrier protein;2.1e-78,IPB001993 // Mitochondrial energy transfer proteins (carrier protein);1.3e-13,
146655_at,5456,2,1,1,-1.2,-1.5,4.768994961,0.012093869,FBgn0033042,Tsp42A,35515,,,16021 // integral to membrane // inferred from sequence similarity,,,IPR000301 // CD9/CD37/CD63 antigen,,IPB000301 // Transmembrane 4 family;0.00033,
148520_at,7321,273,292,181,1.1,-1.5,6.220862338,0.012093869,FBgn0036082,CG12362,39193,,,,,,"IPR002867 // Zn-finger, cysteine-rich C6HC /// IPR001841 // Zn-finger, RING",IBR // IBR domain;1e-25,IPB003649 // B-Box C-terminal domain;0.0085,
142274_at,1075,137,162,91,1.2,-1.5,4.242764416,0.012093869,FBgn0035568,CG18418,38572,,,5740 // mitochondrial membrane // inferred from sequence similarity,5386 // carrier // inferred from sequence similarity /// 5488 // binding // extended:traceable author statement; mito_carr; 3.2e-26,,IPR002030 // Mitochondrial brown fat uncoupling protein /// IPR002113 // Adenine nucleotide translocator 1 /// IPR001993 // Mitochondrial substrate carrier,mito_carr // Mitochondrial carrier protein;1.7e-81,IPB001993 // Mitochondrial energy transfer proteins (carrier protein);2.9e-18,
152219_at,11020,478,485,317,1.0,-1.5,3.960756253,0.012093869,FBgn0032624,CG6304,35032,,,,,,,,,
146207_at,5008,121,144,81,1.2,-1.5,5.602196769,0.012093869,FBgn0032315,CG14069,34510,,,,,,,,,
153326_at,12127,1820,1936,1208,1.1,-1.5,3.571331882,0.012093869,FBgn0031771,CG9140,33852,EC:1.6.5.3      ,,5748 // NADH dehydrogenase complex (ubiquinone) (sensu Eukarya) // inferred from sequence similarity,8137 // NADH dehydrogenase (ubiquinone) // inferred from sequence similarity,MAP00130 // Ubiquinone biosynthesis /// MAP00190 // Oxidative phosphorylation,"IPR001949 // Respiratory-chain NADH dehydrogenase, 51 kDa subunit",Complex1_51K // Respiratory-chain NADH dehydrogenase 51;8.1e-180,IPB001949 // Respiratory-chain NADH dehydrogenase 51 Kd subunit;1.1e-157,
145103_at,3904,488,500,324,1.0,-1.5,3.356602957,0.012093869,FBgn0030614,CG9072,32443,,,,17072 // tubulin-specific chaperone // extended:Unknown; TBCA; 7.5e-44,,IPR004226 // Tubulin binding cofactor A,TBCA // Tubulin binding cofactor A;7.5e-44,,d1qsda_ // a.7.5.1 // beta-Tubulin binding post-chaperonin cofactor Rbl2p ;8.29e-23
152960_i_at,11761,927,1230,616,1.3,-1.5,5.016959741,0.012093869,FBgn0037888,CG17210,41357,,,5576 // extracellular // extended:inferred from electronic annotation; SCP; 4.4e-22 /// 5576 // extracellular // extended:inferred from electronic annotation; SCP; 1.1e-36,,,IPR001283 // Allergen V5/Tpx-1 related,SCP // SCP-like extracellular protein;1.1e-36,IPB001283 // Extracellular proteins SCP/Tpx-1/Ag5/PR-1/Sc7;1.9e-07,d1qnxa_ // d.111.1.1 // Insect allergen 5 (AG5) ;1.42e-45
150332_at,9133,75,82,50,1.1,-1.5,4.45699709,0.012093869,FBgn0038909,CG6569,42573,,,,,,,,,
146356_at,5157,81,79,54,-1.0,-1.5,3.387909098,0.012093869,FBgn0032553,CG4480,34864,,,,,,,,,
146720_at,5521,2,2,1,-1.1,-1.5,3.916160768,0.012093869,FBgn0033141,CG12831,35631,,,,,,,,,
143931_at,2732,69,91,46,1.3,-1.5,7.01549483,0.012093869,FBgn0020556,bxd,42035,EC:3.6.4.2      ,7018 // microtubule-based movement // non-traceable author statement,5875 // microtubule associated complex // non-traceable author statement /// 5856 // cytoskeleton // non-traceable author statement,8567 // dynein ATPase // non-traceable author statement,,IPR004942 // Roadblock/LC7 family,Robl_LC7 // Roadblock/LC7 domain;1.7e-10,,
146249_at,5050,1,1,1,-1.4,-1.5,2.43173977,0.012093869,FBgn0032373,CG12602,34587,,,220 // hydrogen-transporting ATPase V0 domain // inferred from sequence similarity,260 // hydrogen-translocating V-type ATPase // inferred from sequence similarity /// 3936 // hydrogen-transporting two-sector ATPase // extended:Unknown; V_ATPase_sub_a; 0,,"IPR002490 // V-type ATPase, 116 kDa subunit /// IPR001117 // Multicopper oxidase, type 1",V_ATPase_sub_a // V-type ATPase 116kDa subunit family;0,IPB002490 // V-type ATPase 116kDa subunit family;5.1e-90,
145774_at,4575,289,193,192,-1.5,-1.5,6.088173769,0.012093869,FBgn0031623,Taf12L,33672,,6352 // transcription initiation // extended:Unknown; TFIID_A; 2.3e-38 /// 6367 // transcription initiation from Pol II promoter // inferred from sequence similarity,5669 // transcription factor TFIID complex // inferred from sequence similarity,16251 // general RNA polymerase II transcription factor // inferred from sequence similarity,,IPR003228 // Transcription initiation factor TFIID,TFIID_A // Transcription initiation factor TFIID subuni;2.3e-38,IPB003228 // Transcription initiation factor TFIID subunit;0.00052,
143796_at,2597,199,138,133,-1.4,-1.5,3.603708043,0.012093869,FBgn0015316,Try29F,34226,EC:3.4.21.4     ,,,3817 // complement factor D // extended:Unknown; 3.4.21.46; 2.36e-76 /// 4295 // trypsin // non-traceable author statement /// 3817 // complement factor D // extended:Unknown; 3.4.21.46; 2.6e-77 /// 4295 // trypsin // inferred from sequence similarity,,"IPR001314 // Chymotrypsin serine protease, family S1 /// IPR000437 // Prokaryotic membrane lipoprotein lipid attachment site /// IPR001254 // Serine protease, trypsin family /// IPR002194 // Chaperonin TCP-1",trypsin // Trypsin;1.3e-79,"IPB000126 // Serine proteases, V8 family;5.1e-06",d1hj8a_ // b.47.1.2 // Trypsin(ogen) ;1.19e-72
150658_at,9459,26,27,17,1.0,-1.5,2.115561607,0.0517743,FBgn0039425,CG5432,43189,EC:4.1.2.13     ,,,4332 // fructose-bisphosphate aldolase // inferred from sequence similarity,MAP00010 // Glycolysis / Gluconeogenesis /// MAP00030 // Pentose phosphate pathway /// MAP00051 // Fructose and mannose metabolism /// MAP00710 // Carbon fixation,"IPR000741 // Fructose-bisphosphate aldolase, class-I",glycolytic_enzy // Fructose-bisphosphate aldolase class-;3.5e-188,"IPB000741 // Fructose-bisphosphate aldolase, class-I;1.4e-163","d1fbaa_ // c.1.10.1 // Fructose-1,6-bisphosphate aldolase ;1.73e-144"
149559_at,8360,240,268,160,1.1,-1.5,2.717566092,0.012093869,FBgn0037695,CG8144,,,,,,,,,,
141442_at,243,338,317,225,-1.1,-1.5,3.293628034,0.012093869,FBgn0036174,CG6110,39295,,,,,,,,,
146265_at,5066,122,121,81,-1.0,-1.5,3.294154904,0.012093869,FBgn0032397,CG6756,34618,,,5742 // mitochondrial outer membrane translocase complex // inferred from sequence similarity,5386 // carrier // inferred from electronic annotation,,IPR001440 // TPR repeat,TPR // TPR Domain;3.6e-32,,"d1hh8a_ // a.118.8.1 // Neutrophil cytosolic factor 2 (NCF-2, p67-phox) ;2.2e-32  /// d1jcqa_ // a.118.6.1 // Protein farnesyltransferase alpha-subunit ;1.1e-16"
147118_at,5919,10377,222,65,-46.8,-159.8,7.68031069,0.012093869,FBgn0033774,CG12374,36410,EC:3.4.17.1     ,,,4182 // carboxypeptidase A // inferred from sequence similarity /// 4180 // carboxypeptidase // extended:traceable author statement; Propep_M14; 0.015,,IPR000834 // Zinc carboxypeptidase A metalloprotease (M14)  /// IPR003146 // Carboxypeptidase activation peptide,Zn_carbOpept // Zinc carboxypeptidase;3e-65  /// Propep_M14 // Carboxypeptidase activation peptide;0.015,"IPB000834 // Zinc carboxypeptidases, carboxypeptidase A metalloprotease (M14) family;4.8e-46",d1pca_1 // c.56.5.1 // Carboxypeptidase A ;1.14e-90  /// d1pyta_ // d.58.3.1 // Procarboxypeptidase A ;3.06e-19
145795_at,4596,669,24,7,-27.3,-93.1,11.15592845,0.012093869,FBgn0031653,CG8871,33706,EC:3.4.21.1     ,,,4295 // trypsin // extended:inferred from electronic annotation; rypsin; 2.4e-37 /// 4263 // chymotrypsin // inferred from sequence similarity,,"IPR001314 // Chymotrypsin serine protease, family S1 /// IPR001254 // Serine protease, trypsin family",trypsin // Trypsin;2.4e-37,"IPB000126 // Serine proteases, V8 family;5.2e-07",
146103_at,4904,195,2,3,-84.5,-60.7,18.33567347,0.012093869,FBgn0032144,CG17633,34297,EC:3.4.17.1     ,,,4182 // carboxypeptidase A // inferred from sequence similarity /// 4180 // carboxypeptidase // extended:traceable author statement; Propep_M14; 0.022,,IPR000834 // Zinc carboxypeptidase A metalloprotease (M14)  /// IPR003146 // Carboxypeptidase activation peptide,Zn_carbOpept // Zinc carboxypeptidase;2.2e-97  /// Propep_M14 // Carboxypeptidase activation peptide;0.022,"IPB000834 // Zinc carboxypeptidases, carboxypeptidase A metalloprotease (M14) family;9.8e-62",d1dtda_ // c.56.5.1 // Carboxypeptidase A ;4.6e-101  /// d1pca_2 // d.58.3.1 // Procarboxypeptidase A ;1.1e-10
148877_at,7678,2509,1298,118,-1.9,-21.3,15.13303492,0.012093869,FBgn0036604,CG18502,,,,,,,,,,
146587_at,5388,1525,162,104,-9.4,-14.7,16.77212292,0.012093869,FBgn0032947,CG17571,35409,EC:3.4.21       ,,,4252 // serine-type endopeptidase // inferred from sequence similarity /// 4295 // trypsin // extended:inferred from electronic annotation; rypsin; 2.9e-74,,"IPR001314 // Chymotrypsin serine protease, family S1 /// IPR001254 // Serine protease, trypsin family",trypsin // Trypsin;2.9e-74,"IPB000126 // Serine proteases, V8 family;5.2e-05",d1gdna_ // b.47.1.2 // Trypsin(ogen) ;1.27e-70
148422_at,7223,707,89,86,-8.0,-8.2,13.94286066,0.012093869,FBgn0035926,CG5804,39005,,42049 // acyl-CoA homeostasis // inferred from sequence similarity,,8025 // diazepam-binding inhibitor // inferred from sequence similarity /// 62 // acyl-CoA binding // inferred from sequence similarity,,"IPR000582 // Acyl-coA-binding protein, ACBP",ACBP // Acyl CoA binding protein;4.1e-12,IPB000582 // Acyl-coA-binding protein;1.8e-32,d1aca__ // a.11.1.1 // Acyl-CoA binding protein ;4.89e-20
141426_at,227,10,1,1,-7.6,-7.7,5.917963726,0.012093869,FBgn0036996,CG5932,40267,EC:3.1.1.3      ,,,4806 // triacylglycerol lipase // inferred from sequence similarity,MAP00561 // Glycerolipid metabolism,"IPR000073 // Alpha/beta hydrolase fold /// IPR000379 // Esterase/lipase/thioesterase, active site",abhydrolase // alpha/beta hydrolase fold;3.4e-07  /// abhydro_lipase // ab-hydrolase associated lipase region;1.6e-18,,d1hlga_ // c.69.1.6 // Gastric lipase ;4.08e-128
141435_at,236,1086,105,152,-10.3,-7.1,7.095187579,0.012093869,FBgn0031249,CG11911,33206,EC:3.4.21       ,,,4252 // serine-type endopeptidase // inferred from sequence similarity /// 4295 // trypsin // extended:inferred from electronic annotation; rypsin; 6.8e-56,,"IPR001314 // Chymotrypsin serine protease, family S1 /// IPR000126 // Serine proteases, V8 family /// IPR001254 // Serine protease, trypsin family",trypsin // Trypsin;6.8e-56,IPB000177 // Apple domain;7.3e-08,"d1rfna_ // b.47.1.2 // Coagulation factor IXa, protease domain ;1.23e-64"
152369_at,11170,1998,722,293,-2.8,-6.8,8.171356944,0.012093869,FBgn0032049,CG13095,34182,EC:3.4.23       ,,,4192 // cathepsin D // extended:inferred from electronic annotation; 3.4.23.5; 5.31e-121 /// 4193 // cathepsin E // extended:inferred from electronic annotation; 3.4.23.34; 8.4e-121 /// 4190 // aspartic-type endopeptidase // inferred from sequence similarity /// 4194 // pepsin A // extended:inferred from electronic annotation; 3.4.23.1; 1.43e-116 /// 4194 // pepsin A // extended:inferred from electronic annotation; 3.4.23.1; 1.5e-118 /// 30602 // chymosin // extended:Unknown; 3.4.23.4; 8.4e-120 /// 30602 // chymosin // extended:Unknown; 3.4.23.4; 1.42e-116 /// 4194 // pepsin A // extended:inferred from electronic annotation; asp; 1.7e-146 /// 4196 // saccharopepsin // extended:Unknown; 3.4.23.25; 6.2e-122 /// 4196 // saccharopepsin // extended:Unknown; 3.4.23.25; 3.58e-118 /// 4192 // cathepsin D // extended:inferred from electronic annotation; 3.4.23.5; 1.5e-123 /// 4193 // cathepsin E // extended:inferred from electronic annotation; 3.4.23.34; 2.12e-118,,"IPR001969 // Eukaryotic/viral aspartic protease, active site /// IPR001461 // Aspartic protease A1, pepsin",asp // Eukaryotic aspartyl protease;1.7e-146,IPB001969 // Eukaryotic and viral aspartic protease active site;1.2e-12,d1psoe_ // b.50.1.2 // Pepsin(ogen) ;2.87e-104
